fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,weight_decay,dropout_prob,seed,preprocessed_dir
MEAN,VALIDATION,0.6499999999999999,0.6847201997087581,0.8266666666666665,0.5,0.6373529035336664,8,0.001,8
MEAN,TEST,0.632,0.6566137566137565,0.7454545454545455,0.5285714285714286,0.6258506733437874,8,0.001,8
1,VALIDATION,0.8,0.8,0.8888888888888888,0.7272727272727273,0.8040302522073697,8,0.001,1e-05,0.5,8,resize_small_hu_m300_1400_separadas
1,TEST,0.72,0.7407407407407407,0.8333333333333334,0.6153846153846154,0.716114874039433,8,0.001,1e-05,0.5,8,resize_small_hu_m300_1400_separadas
2,VALIDATION,0.55,0.6666666666666666,1.0,0.18181818181818182,0.4264014327112209,8,0.001,1e-05,0.5,8,resize_small_hu_m300_1400_separadas
2,TEST,0.52,0.6470588235294118,0.9166666666666666,0.15384615384615385,0.3755338080994054,8,0.001,1e-05,0.5,8,resize_small_hu_m300_1400_separadas
3,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,8,0.001,1e-05,0.5,8,resize_small_hu_m300_1400_separadas
3,TEST,0.68,0.75,1.0,0.38461538461538464,0.6201736729460423,8,0.001,1e-05,0.5,8,resize_small_hu_m300_1400_separadas
4,VALIDATION,0.5,0.5833333333333334,0.7777777777777778,0.2727272727272727,0.4605661864718383,8,0.001,1e-05,0.5,8,resize_small_hu_m300_1400_separadas
4,TEST,0.56,0.6451612903225806,0.8333333333333334,0.3076923076923077,0.5063696835418333,8,0.001,1e-05,0.5,8,resize_small_hu_m300_1400_separadas
5,VALIDATION,0.65,0.72,0.9,0.4,0.6000000000000001,8,0.001,1e-05,0.5,8,resize_small_hu_m300_1400_separadas
5,TEST,0.64,0.6666666666666666,0.8181818181818182,0.5,0.6396021490668313,8,0.001,1e-05,0.5,8,resize_small_hu_m300_1400_separadas
MEAN,VALIDATION,0.62,0.674,0.8466666666666667,0.4254545454545455,0.5788041121091912,8,0.001,8
MEAN,TEST,0.624,0.6899255042518799,0.8803030303030303,0.39230769230769236,0.5715588375387091,8,0.001,8
