fold,set,accuracy,f1,tpr,tnr,gmean,batch_size,learning_rate,weight_decay,dropout_prob,seed,preprocessed_dir
3,VALIDATION,0.7,0.7,0.7777777777777778,0.6363636363636364,0.7035264706814485,4,0.001,0,0.3,8,resize_cube64_hu_m600_1500
3,TEST,0.56,0.5217391304347826,0.5,0.6153846153846154,0.5547001962252291,4,0.001,0,0.3,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.7,0.75,1.0,0.45454545454545453,0.674199862463242,4,0.001,0,0.3,8,resize_cube64_hu_m600_1500
4,TEST,0.44,0.46153846153846156,0.5,0.38461538461538464,0.4385290096535146,4,0.001,0,0.3,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.75,0.7368421052631579,0.7,0.8,0.7483314773547882,4,0.001,0,0.3,8,resize_cube64_hu_m600_1500
5,TEST,0.56,0.42105263157894735,0.36363636363636365,0.7142857142857143,0.5096471914376256,4,0.001,0,0.3,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.71,0.7238672768878719,0.8288888888888888,0.6145454545454546,0.7027601939507123,4,0.001,8
MEAN,TEST,0.5680000000000001,0.5410141928585864,0.5560606060606061,0.5736263736263736,0.5558879619347215,4,0.001,8
1,VALIDATION,0.65,0.6666666666666666,0.7777777777777778,0.5454545454545454,0.6513389472789296,4,0.001,0,0.5,8,resize_cube64_hu_m600_1500
1,TEST,0.72,0.7586206896551724,0.9166666666666666,0.5384615384615384,0.7025594235292439,4,0.001,0,0.5,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,4,0.001,0,0.5,8,resize_cube64_hu_m600_1500
2,TEST,0.44,0.46153846153846156,0.5,0.38461538461538464,0.4385290096535146,4,0.001,0,0.5,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.65,0.6956521739130435,0.8888888888888888,0.45454545454545453,0.6356417261637282,4,0.001,0,0.5,8,resize_cube64_hu_m600_1500
3,TEST,0.72,0.7741935483870968,1.0,0.46153846153846156,0.6793662204867574,4,0.001,0,0.5,8,resize_cube64_hu_m600_1500
4,VALIDATION,0.7,0.5714285714285714,0.4444444444444444,0.9090909090909091,0.6356417261637282,4,0.001,0,0.5,8,resize_cube64_hu_m600_1500
4,TEST,0.64,0.64,0.6666666666666666,0.6153846153846154,0.6405126152203485,4,0.001,0,0.5,8,resize_cube64_hu_m600_1500
5,VALIDATION,0.75,0.7058823529411765,0.6,0.9,0.7348469228349535,4,0.001,0,0.5,8,resize_cube64_hu_m600_1500
5,TEST,0.6,0.5,0.45454545454545453,0.7142857142857143,0.5698028822981898,4,0.001,0,0.5,8,resize_cube64_hu_m600_1500
MEAN,VALIDATION,0.68,0.6670563877725003,0.72,0.6527272727272727,0.6586222097210135,4,0.001,8
MEAN,TEST,0.624,0.626870539916146,0.7075757575757575,0.5428571428571429,0.6061540302376108,4,0.001,8
1,VALIDATION,0.6,0.6,0.6666666666666666,0.5454545454545454,0.6030226891555273,4,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
1,TEST,0.48,0.48,0.5,0.46153846153846156,0.4803844614152614,4,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
2,VALIDATION,0.65,0.46153846153846156,0.3333333333333333,0.9090909090909091,0.5504818825631803,4,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
2,TEST,0.4,0.0,0.0,0.7692307692307693,0.0,4,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
3,VALIDATION,0.75,0.7619047619047619,0.8888888888888888,0.6363636363636364,0.7521014330903549,4,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
3,TEST,0.32,0.41379310344827586,0.5,0.15384615384615385,0.2773500981126146,4,0.001,1e-05,0,8,resize_cube64_hu_m600_1500
